,sector_x,year,cluster_name,subcluster_name,topic_name,size
27,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Claims Reserves,0.0025435569355961958
28,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Premium-to-Book,0.00407894451299467
29,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Capital Expenditures,0.0024107295690693627
30,Communication Services,2014,Topline Resilience,Transaction Activity,Trading Volume,0.002306465671215072
31,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Pandemic Recovery Liquidity,0.001107095516343208
32,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,New York Operations,0.0034660867461345684
33,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Net Revenue,0.0030721234046045837
34,Communication Services,2014,Revenue Momentum,Channel Performance,Brand Channel Mix,0.016782027309381973
35,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Payment Processing,0.007107170825281773
36,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Guest Membership Ratio,0.0048236048786018705
37,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Lease Expenses,0.0019382786430640494
38,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Japan Hedging,0.004520328261241895
39,Communication Services,2014,Operational Leverage,Production Drivers,Energy Utilities,0.001239584751940744
40,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Hotel Room Revenue,0.01401311110467907
41,Communication Services,2014,Operational Leverage,Production Drivers,Site Deployment,0.003018628373051405
42,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Tariff Impact,0.0011236269723472214
43,Communication Services,2014,Topline Resilience,Revenue Stability,Client Fee Income,0.0015842402221396266
44,Communication Services,2014,Revenue Mix Effects,Capital Management,Executive Leadership,0.0029433878142256296
45,Communication Services,2014,Operational Leverage,Production Drivers,Aircraft Fleet Deployment,0.0010770256369451428
46,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Supply Chain Constraints,0.0019036448351070119
47,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Specialty Volume Growth,0.011219565201480854
48,Communication Services,2014,Operational Leverage,Production Drivers,Automotive Segment,0.001180584442228564
49,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Segment Performance,0.031956872166781884
50,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Insurance Analytics,0.0028661186275720746
51,Communication Services,2014,Operational Leverage,Production Drivers,Backlog Analysis,0.0023972695015556014
52,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Inventory Management,0.0025481007146205973
53,Communication Services,2014,Operational Leverage,Production Drivers,Industrial Oil Markets,0.0012504970477524335
54,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Weather Impact,0.0022430572155395134
55,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Buyer Activity,0.0023866671232106117
56,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Cloud Services,0.016702666776326574
57,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Leasing Metrics,0.0017149017173737414
58,Communication Services,2014,Revenue Mix Effects,Healthcare Revenue,Healthcare Services,0.0013468024195345159
59,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Q&A Session,0.0013143178766945414
60,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Yield Performance,0.0018842351233928842
61,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Restaurant Performance,0.005081809421242881
62,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Synergy Savings,0.00766892332881609
63,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Security Software,0.003524535285781128
64,Communication Services,2014,Operational Leverage,Profitability Drivers,Growth Rates,0.0043545438523903204
65,Communication Services,2014,Operational Leverage,Production Drivers,Production Output,0.006870330945750078
66,Communication Services,2014,Operational Leverage,Profitability Drivers,Residential Water Inflation,0.0012255894202990627
67,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Foreign Exchange,0.010463336391551215
68,Communication Services,2014,Revenue Mix Effects,Healthcare Revenue,Clinical Trials,0.002138041940773247
69,Communication Services,2014,Revenue Momentum,Financial Results,Fiscal Performance,0.001208010734227924
70,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Booking Volume,0.009194324376865065
71,Communication Services,2014,Operational Leverage,Production Drivers,Wireless EBITDA Drivers,0.10660948348801734
72,Communication Services,2014,Revenue Mix Effects,Healthcare Revenue,Procedure Revenue,0.0010396255997696907
73,Communication Services,2014,Operational Leverage,Revenue Expansion,Organic Growth,0.0020004137249853295
74,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Vehicle Sales,0.0015114637481228052
75,Communication Services,2014,Operational Leverage,Profitability Drivers,Emerging Markets,0.014984438395076956
76,Communication Services,2014,Operational Leverage,Production Drivers,Asset Management,0.0037179107071621973
77,Communication Services,2014,Operational Leverage,Production Drivers,Network Infrastructure,0.04698736050946975
78,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Loan Growth,0.0012238201669568572
79,Communication Services,2014,Revenue Momentum,Financial Results,Fiscal Reporting,0.010469832860864605
80,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Auto Loss Ratio,0.0037844419729784495
81,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Home Sales,0.0048099547378117865
82,Communication Services,2014,Operational Leverage,Production Drivers,International Performance,0.022387160565776294
83,Communication Services,2014,Revenue Mix Effects,Healthcare Revenue,Healthcare Services,0.0017636448092646665
84,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,EBITDA Performance,0.009553705803037731
85,Communication Services,2014,Operational Leverage,Profitability Drivers,Inflation Trends,0.0010153323782375306
86,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Content Revenue,0.13424915208347982
87,Communication Services,2014,Operational Leverage,Production Drivers,Rig Operations,0.0011258711006597454
88,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Foreign Exchange,0.007156894884221705
89,Communication Services,2014,Operational Leverage,Production Drivers,Production Volume,0.002174729280913304
90,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Interest Rate Sensitivity,0.0031663588160773465
91,Communication Services,2014,Revenue Mix Effects,Capital Management,Market Securities,0.025875514066800526
92,Communication Services,2014,Operational Leverage,Profitability Drivers,Gross Margin,0.0016628850376521134
93,Communication Services,2014,Operational Leverage,Profitability Drivers,China Exposure,0.004570868817777416
94,Communication Services,2014,Operational Leverage,Production Drivers,Operational Efficiency,0.0016032295686105493
95,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Express Delivery Revenue,0.003712179049592392
96,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Solution Portfolio,0.0025749801240558643
97,Communication Services,2014,Operational Leverage,Production Drivers,Gross Margin,0.016349702710684852
98,Communication Services,2014,Topline Resilience,Revenue Stability,Client Retention,0.05046099368538744
99,Communication Services,2014,Revenue Mix Effects,Revenue Drivers,Construction Markets,0.0032815546355330306
100,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Store Performance,0.0040040283811410785
101,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Product Launch,0.0035723660986666955
102,Communication Services,2015,Operational Leverage,Profitability Drivers,Gross Margin,0.0034346832478642
103,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Marketing Spend,0.06966748777116505
104,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Land Development,0.0023973081506778126
105,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Recurring Revenue,0.0024358298838353587
106,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Raw Material Inflation,0.002725716601755286
107,Communication Services,2015,Operational Leverage,Production Drivers,Natural Gas Markets,0.0012966878313214988
108,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Air Fleet Mix,0.0024095663294978103
109,Communication Services,2015,Revenue Momentum,Channel Performance,Brand Performance,0.010481631419638827
110,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Device Revenue,0.012057818995272293
111,Communication Services,2015,Revenue Momentum,Top-line Growth,Revenue Performance,0.0043426038040930304
112,Communication Services,2015,Operational Leverage,Revenue Expansion,Organic Growth,0.015984222448277078
113,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Digital Transformation,0.0201613749272741
114,Communication Services,2015,Operational Leverage,Production Drivers,Fuel Costs,0.0022372854053555285
115,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Contract Revenue,0.020269598733148937
116,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,AI Implementation,0.0027700145013240195
117,Communication Services,2015,Operational Leverage,Production Drivers,Oil Production Volumes,0.0013559705447310482
118,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Real Estate Ratio,0.002871304753197446
119,Communication Services,2015,Revenue Mix Effects,Capital Management,Executive Leadership,0.009720829814902568
120,Communication Services,2015,Topline Resilience,Expense Ratio,Fund Fees,0.0045687786417708785
121,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Pandemic Impact,0.0007317190933735805
122,Communication Services,2015,Operational Leverage,Production Drivers,Profit Drivers,0.0020310332399929585
123,Communication Services,2015,Revenue Mix Effects,Capital Management,Capital Markets,0.014794091546566999
124,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Digital Revenue Mix,0.06981045565631237
125,Communication Services,2015,Operational Leverage,Production Drivers,Revenue Recovery,0.010816789157903281
126,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Credit Assessment,0.01204859090055996
127,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Claims Reserves,0.0016072416835338369
128,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Premium-to-Book,0.002542757979004024
129,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Capital Expenditures,0.0020617709601708795
130,Communication Services,2015,Topline Resilience,Transaction Activity,Trading Volume,0.0025215329587596957
131,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Pandemic Recovery Liquidity,0.001096696298207501
132,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,New York Operations,0.004099567932810731
133,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Net Revenue,0.0038586424953299314
134,Communication Services,2015,Revenue Momentum,Channel Performance,Brand Channel Mix,0.00837637063840091
135,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Payment Processing,0.0044799754092093745
136,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Guest Membership Ratio,0.0025542909257370095
137,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Lease Expenses,0.0021451792374868645
138,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Japan Hedging,0.004835938882717473
139,Communication Services,2015,Operational Leverage,Production Drivers,Energy Utilities,0.001430746101427892
140,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Hotel Room Revenue,0.014147653912013499
141,Communication Services,2015,Operational Leverage,Production Drivers,Site Deployment,0.0036539389607905854
142,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Tariff Impact,0.0012001403266050632
143,Communication Services,2015,Topline Resilience,Revenue Stability,Client Fee Income,0.0016469765434912046
144,Communication Services,2015,Revenue Mix Effects,Capital Management,Executive Leadership,0.015206881673611181
145,Communication Services,2015,Operational Leverage,Production Drivers,Aircraft Fleet Deployment,0.0019261875253961931
146,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Supply Chain Constraints,0.0018181859695659381
147,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Specialty Volume Growth,0.008141841457302854
148,Communication Services,2015,Operational Leverage,Production Drivers,Automotive Segment,0.001557462341637222
149,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Segment Performance,0.004676253271621061
150,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Insurance Analytics,0.0033416042539226643
151,Communication Services,2015,Operational Leverage,Production Drivers,Backlog Analysis,0.001945342934422376
152,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Inventory Management,0.0015361384802553874
153,Communication Services,2015,Operational Leverage,Production Drivers,Industrial Oil Markets,0.0012920184351289058
154,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Weather Impact,0.0013822709643451184
155,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Buyer Activity,0.002755896595912478
156,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Cloud Services,0.010217303163749433
157,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Leasing Metrics,0.0017657776630381793
158,Communication Services,2015,Revenue Mix Effects,Healthcare Revenue,Healthcare Services,0.0019216451894549101
159,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Q&A Session,0.0016754427323891655
160,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Yield Performance,0.0026385702260420013
161,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Restaurant Performance,0.0029968936947882556
162,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Synergy Savings,0.005841258211689419
163,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Security Software,0.003712353503751784
164,Communication Services,2015,Operational Leverage,Profitability Drivers,Growth Rates,0.008350962128673766
165,Communication Services,2015,Operational Leverage,Production Drivers,Production Output,0.005994159319205713
166,Communication Services,2015,Operational Leverage,Profitability Drivers,Residential Water Inflation,0.0011756682047239506
167,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Foreign Exchange,0.019548086307573754
168,Communication Services,2015,Revenue Mix Effects,Healthcare Revenue,Clinical Trials,0.004117725895932652
169,Communication Services,2015,Revenue Momentum,Financial Results,Fiscal Performance,0.0014557809614198104
170,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Booking Volume,0.009018580285362227
171,Communication Services,2015,Operational Leverage,Production Drivers,Wireless EBITDA Drivers,0.08328537658313882
172,Communication Services,2015,Revenue Mix Effects,Healthcare Revenue,Procedure Revenue,0.0008407961544307541
173,Communication Services,2015,Operational Leverage,Revenue Expansion,Organic Growth,0.0015887132176392446
174,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Vehicle Sales,0.00800018133088921
175,Communication Services,2015,Operational Leverage,Profitability Drivers,Emerging Markets,0.013699004094661068
176,Communication Services,2015,Operational Leverage,Production Drivers,Asset Management,0.0031534814432596496
177,Communication Services,2015,Operational Leverage,Production Drivers,Network Infrastructure,0.04147112676017362
178,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Loan Growth,0.0015824163185624758
179,Communication Services,2015,Revenue Momentum,Financial Results,Fiscal Reporting,0.010379945950733407
180,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Auto Loss Ratio,0.014227826641573224
181,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Home Sales,0.004355650312040905
182,Communication Services,2015,Operational Leverage,Production Drivers,International Performance,0.016346086151434375
183,Communication Services,2015,Revenue Mix Effects,Healthcare Revenue,Healthcare Services,0.0017819223479945288
184,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,EBITDA Performance,0.01680432768473371
185,Communication Services,2015,Operational Leverage,Profitability Drivers,Inflation Trends,0.0009229145744655299
186,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Content Revenue,0.1575660190818474
187,Communication Services,2015,Operational Leverage,Production Drivers,Rig Operations,0.0010165801330410172
188,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Foreign Exchange,0.012885606300333958
189,Communication Services,2015,Operational Leverage,Production Drivers,Production Volume,0.0018200930243238251
190,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Interest Rate Sensitivity,0.002610010498947279
191,Communication Services,2015,Revenue Mix Effects,Capital Management,Market Securities,0.031134213680852663
192,Communication Services,2015,Operational Leverage,Profitability Drivers,Gross Margin,0.007006977792590489
193,Communication Services,2015,Operational Leverage,Profitability Drivers,China Exposure,0.008019924017885437
194,Communication Services,2015,Operational Leverage,Production Drivers,Operational Efficiency,0.0032365693567219687
195,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Express Delivery Revenue,0.0037151960705140196
196,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Solution Portfolio,0.001838978979256777
197,Communication Services,2015,Operational Leverage,Production Drivers,Gross Margin,0.009321838881457012
198,Communication Services,2015,Topline Resilience,Revenue Stability,Client Retention,0.04178481342317999
199,Communication Services,2015,Revenue Mix Effects,Revenue Drivers,Construction Markets,0.0023359086770801574
200,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Store Performance,0.004698531192697207
201,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Product Launch,0.0028429809512089364
202,Communication Services,2016,Operational Leverage,Profitability Drivers,Gross Margin,0.002495250819035233
203,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Marketing Spend,0.06656415916598785
204,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Land Development,0.002420175471877558
205,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Recurring Revenue,0.0037223666905532838
206,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Raw Material Inflation,0.0037845409714391295
207,Communication Services,2016,Operational Leverage,Production Drivers,Natural Gas Markets,0.0018442540074850389
208,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Air Fleet Mix,0.0019472997698923905
209,Communication Services,2016,Revenue Momentum,Channel Performance,Brand Performance,0.011847916456225016
210,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Device Revenue,0.01151434134669781
211,Communication Services,2016,Revenue Momentum,Top-line Growth,Revenue Performance,0.0017868457240575847
212,Communication Services,2016,Operational Leverage,Revenue Expansion,Organic Growth,0.014211672779967575
213,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Digital Transformation,0.02322536399477817
214,Communication Services,2016,Operational Leverage,Production Drivers,Fuel Costs,0.001987143460683271
215,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Contract Revenue,0.015951939249836657
216,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,AI Implementation,0.005517391436407279
217,Communication Services,2016,Operational Leverage,Production Drivers,Oil Production Volumes,0.0011718647411101282
218,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Real Estate Ratio,0.002018828596471865
219,Communication Services,2016,Revenue Mix Effects,Capital Management,Executive Leadership,0.009616182022622438
220,Communication Services,2016,Topline Resilience,Expense Ratio,Fund Fees,0.00436110160527788
221,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Pandemic Impact,0.00071906806148986
222,Communication Services,2016,Operational Leverage,Production Drivers,Profit Drivers,0.0010967259079067647
223,Communication Services,2016,Revenue Mix Effects,Capital Management,Capital Markets,0.013293764892837064
224,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Digital Revenue Mix,0.08412970047735377
225,Communication Services,2016,Operational Leverage,Production Drivers,Revenue Recovery,0.006630257972969756
226,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Credit Assessment,0.010411346794744102
227,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Claims Reserves,0.001721426167725013
228,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Premium-to-Book,0.0029613708642350378
229,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Capital Expenditures,0.002459135968688965
230,Communication Services,2016,Topline Resilience,Transaction Activity,Trading Volume,0.0021179607221606424
231,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Pandemic Recovery Liquidity,0.0010012994223633236
232,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,New York Operations,0.003200940070470852
233,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Net Revenue,0.004215519697416278
234,Communication Services,2016,Revenue Momentum,Channel Performance,Brand Channel Mix,0.005996713734303002
235,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Payment Processing,0.0038997096799969623
236,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Guest Membership Ratio,0.003137866401201175
237,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Lease Expenses,0.0015703067029083542
238,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Japan Hedging,0.0032947299509375506
239,Communication Services,2016,Operational Leverage,Production Drivers,Energy Utilities,0.0023751941760641977
240,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Hotel Room Revenue,0.010576317537639478
241,Communication Services,2016,Operational Leverage,Production Drivers,Site Deployment,0.003137952875432434
242,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Tariff Impact,0.0017270929481408989
243,Communication Services,2016,Topline Resilience,Revenue Stability,Client Fee Income,0.001260503366801533
244,Communication Services,2016,Revenue Mix Effects,Capital Management,Executive Leadership,0.014919385303187966
245,Communication Services,2016,Operational Leverage,Production Drivers,Aircraft Fleet Deployment,0.001784085065959993
246,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Supply Chain Constraints,0.0013949403929558106
247,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Specialty Volume Growth,0.008135091768479388
248,Communication Services,2016,Operational Leverage,Production Drivers,Automotive Segment,0.001980098692215402
249,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Segment Performance,0.0014378044777925106
250,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Insurance Analytics,0.004581711994129038
251,Communication Services,2016,Operational Leverage,Production Drivers,Backlog Analysis,0.0028969644565166285
252,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Inventory Management,0.0014353753468860672
253,Communication Services,2016,Operational Leverage,Production Drivers,Industrial Oil Markets,0.0008509984587294424
254,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Weather Impact,0.0011526846983196083
255,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Buyer Activity,0.0021553148544138047
256,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Cloud Services,0.014230945311532364
257,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Leasing Metrics,0.001108188670742127
258,Communication Services,2016,Revenue Mix Effects,Healthcare Revenue,Healthcare Services,0.0021864422857570103
259,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Q&A Session,0.0014239879711833694
260,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Yield Performance,0.0015627471159375117
261,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Restaurant Performance,0.002814982277159533
262,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Synergy Savings,0.009900128951483098
263,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Security Software,0.00562827259772646
264,Communication Services,2016,Operational Leverage,Profitability Drivers,Growth Rates,0.008986880427649441
265,Communication Services,2016,Operational Leverage,Production Drivers,Production Output,0.005828464819008407
266,Communication Services,2016,Operational Leverage,Profitability Drivers,Residential Water Inflation,0.0011658575154146506
267,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Foreign Exchange,0.01805716405561048
268,Communication Services,2016,Revenue Mix Effects,Healthcare Revenue,Clinical Trials,0.002858813146612234
269,Communication Services,2016,Revenue Momentum,Financial Results,Fiscal Performance,0.0012863221456015893
270,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Booking Volume,0.010182018458315643
271,Communication Services,2016,Operational Leverage,Production Drivers,Wireless EBITDA Drivers,0.07811362982949031
272,Communication Services,2016,Revenue Mix Effects,Healthcare Revenue,Procedure Revenue,0.0008404353913027753
273,Communication Services,2016,Operational Leverage,Revenue Expansion,Organic Growth,0.0020426675230123966
274,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Vehicle Sales,0.004025673144468058
275,Communication Services,2016,Operational Leverage,Profitability Drivers,Emerging Markets,0.00949725310342169
276,Communication Services,2016,Operational Leverage,Production Drivers,Asset Management,0.0026209383758738305
277,Communication Services,2016,Operational Leverage,Production Drivers,Network Infrastructure,0.04590746388523052
278,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Loan Growth,0.0014511349110043707
279,Communication Services,2016,Revenue Momentum,Financial Results,Fiscal Reporting,0.010519173000578367
280,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Auto Loss Ratio,0.00659742323715539
281,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Home Sales,0.005148361176961706
282,Communication Services,2016,Operational Leverage,Production Drivers,International Performance,0.016819145755328807
283,Communication Services,2016,Revenue Mix Effects,Healthcare Revenue,Healthcare Services,0.002481199300775109
284,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,EBITDA Performance,0.008154098827153441
285,Communication Services,2016,Operational Leverage,Profitability Drivers,Inflation Trends,0.0009300643696365776
286,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Content Revenue,0.17282529324319373
287,Communication Services,2016,Operational Leverage,Production Drivers,Rig Operations,0.001473050182830359
288,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Foreign Exchange,0.008713195357237243
289,Communication Services,2016,Operational Leverage,Production Drivers,Production Volume,0.0032030133271180173
290,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Interest Rate Sensitivity,0.002443864863522954
291,Communication Services,2016,Revenue Mix Effects,Capital Management,Market Securities,0.04424371811828257
292,Communication Services,2016,Operational Leverage,Profitability Drivers,Gross Margin,0.0027763932777473414
293,Communication Services,2016,Operational Leverage,Profitability Drivers,China Exposure,0.008580414203104557
294,Communication Services,2016,Operational Leverage,Production Drivers,Operational Efficiency,0.0035796480428923164
295,Communication Services,2016,Revenue Mix Effects,Revenue Drivers,Express Delivery Revenue,0.00334439561309498
